NOM_LIAISON;NOM_SUPP;TYPE_SUPPORT;LIB_SUPP;VITES;SENS;NOM_SOUS_ENS;NOM_CONT;LIB_CONT;TYPE_UTIL_CONT;FREQU_CONT;LABEL;SDI;NOM_BLOC;LIB_BLOC;FORMAT_BLOC;SSM_TYPE;NOM_PARAM;LIB_PARAM;NOM_TYPE;FORMAT_PARAM;POSITION;TAILLE;SIGNE;ECHEL;DOMAINE_VALEUR;UNITE;ETAT0;ETAT1
LIAISON_DIG;ADR1;A429;;LS;I;EIS;204_01;;NORMAL;31;204;01;3;;BNR;;BAROALT;Barometrical corrected altitude;VS/DEFBNR1;BNR;28;17;O;131072;;FT;;
LIAISON_DIG;ADR1;A429;;LS;O;AIRCRAFT;205_01;;NORMAL;62;205;01;1;;BNR;;MACH;MACH value;V/DEFBNR1;BNR;28;16;O;4.096;;MACH;;
LIAISON_DIG;ADR1;A429;;LS;I;EIS;205_01;;NORMAL;62;205;01;1;;BNR;;MACH;MACH value;V/DEFBNR1;BNR;28;16;O;4.096;;MACH;;
LIAISON_DIG;ADR1;A429;;LS;O;AIRCRAFT;205_01;;NORMAL;62;205;01;2;;BNR;;MACH1;MACH value ADR1;VS/DEFBNR1;BNR;28;16;O;4.096;;MACH;;
LIAISON_DIG;ADR1;A429;;LS;I;EIS;205_01;;NORMAL;62;205;01;2;;BNR;;MACH1;MACH value ADR1;VS/DEFBNR1;BNR;28;16;O;4.096;;MACH;;
LIAISON_DIG;ADR1;A429;;LS;O;AIRCRAFT;206_01;;NORMAL;62;206;01;1;;BNR;;VC;computed air speed;VS/DEFBNR1;BNR;28;14;O;1024;;KTS;;
LIAISON_DIG;ADR1;A429;;LS;I;EIS;206_01;;NORMAL;62;206;01;1;;BNR;;VC;computed air speed;VS/DEFBNR1;BNR;28;14;O;1024;;KTS;;
LIAISON_DIG;ADR1;A429;;LS;O;AIRCRAFT;206_01;;NORMAL;62;206;01;2;;BNR;;VC1;Computed air speed (DMC) ADR1;VS/DEFBNR1;BNR;28;14;O;1024;;KTS;;
LIAISON_DIG;ADR1;A429;;LS;I;EIS;206_01;;NORMAL;62;206;01;2;;BNR;;VC1;Computed air speed (DMC) ADR1;VS/DEFBNR1;BNR;28;14;O;1024;;KTS;;
LIAISON_DIG;ADR1;A429;;LS;O;AIRCRAFT;206_01;;NORMAL;62;206;01;3;;BNR;;VC1BITE;Computed air speed ADR1 for BITE;V/DEFBNR1;BNR;28;14;O;1024;;KTS;;
LIAISON_DIG;ADR1;A429;;LS;I;EIS;206_01;;NORMAL;62;206;01;3;;BNR;;VC1BITE;Computed air speed ADR1 for BITE;V/DEFBNR1;BNR;28;14;O;1024;;KTS;;
LIAISON_DIG;ADR1;A429;;LS;O;AIRCRAFT;206_01;;NORMAL;62;206;01;4;;BNR;;VCDMC;Computed air speed for DMC;S/DEFBNR1;BNR;28;14;O;1024;;KTS;;
LIAISON_DIG;ADR1;A429;;LS;I;EIS;206_01;;NORMAL;62;206;01;4;;BNR;;VCDMC;Computed air speed for DMC;S/DEFBNR1;BNR;28;14;O;1024;;KTS;;
LIAISON_DIG;ADR1;A429;;LS;O;AIRCRAFT;210_01;;NORMAL;62;210;01;1;;BNR;;TAS;True air speed;VS/DEFBNR1;BNR;28;15;O;2048;;KTS;;
LIAISON_DIG;ADR1;A429;;LS;I;EIS;210_01;;NORMAL;62;210;01;1;;BNR;;TAS;True air speed;VS/DEFBNR1;BNR;28;15;O;2048;;KTS;;
LIAISON_DIG;ADR1;A429;;LS;O;AIRCRAFT;211_01;;NORMAL;250;211;01;1;;BNR;;TAT;Total air temperature;V/DEFBNR1;BNR;28;11;O;512;;DEG_C;;
LIAISON_DIG;ADR1;A429;;LS;I;EIS;211_01;;NORMAL;250;211;01;1;;BNR;;TAT;Total air temperature;V/DEFBNR1;BNR;28;11;O;512;;DEG_C;;
LIAISON_DIG;ADR1;A429;;LS;O;AIRCRAFT;211_01;;NORMAL;250;211;01;2;;BNR;;TAT1;Total air temperature ADR1;VS/DEFBNR1;BNR;28;11;O;512;;DEG_C;;
LIAISON_DIG;ADR1;A429;;LS;I;EIS;211_01;;NORMAL;250;211;01;2;;BNR;;TAT1;Total air temperature ADR1;VS/DEFBNR1;BNR;28;11;O;512;;DEG_C;;
LIAISON_DIG;ADR1;A429;;LS;O;AIRCRAFT;212_01;;NORMAL;31;212;01;1;;BNR;;ALTRATE;altitude rate;V/DEFBNR1;BNR;28;11;O;32768;;FT/MIN;;
LIAISON_DIG;ADR1;A429;;LS;I;EIS;212_01;;NORMAL;31;212;01;1;;BNR;;ALTRATE;altitude rate;V/DEFBNR1;BNR;28;11;O;32768;;FT/MIN;;
LIAISON_DIG;ADR1;A429;;LS;O;AIRCRAFT;212_01;;NORMAL;31;212;01;2;;BNR;;ALTRATE1;Altitude rate ADR1;VS/DEFBNR1;BNR;28;11;O;32768;;FT/MIN;;
LIAISON_DIG;ADR1;A429;;LS;I;EIS;212_01;;NORMAL;31;212;01;2;;BNR;;ALTRATE1;Altitude rate ADR1;VS/DEFBNR1;BNR;28;11;O;32768;;FT/MIN;;
LIAISON_DIG;ADR1;A429;;LS;O;AIRCRAFT;213_01;;NORMAL;250;213;01;1;;BNR;;SAT;static air temperature;V/DEFBNR1;BNR;28;11;O;512;;DEG_C;;
LIAISON_DIG;ADR1;A429;;LS;I;EIS;213_01;;NORMAL;250;213;01;1;;BNR;;SAT;static air temperature;V/DEFBNR1;BNR;28;11;O;512;;DEG_C;;
LIAISON_DIG;ADR1;A429;;LS;O;AIRCRAFT;220_01;;NORMAL;31;220;01;1;;BNR;;BAROALT2;Barometrical corrected altitude 2;V/DEFBNR1;BNR;28;17;O;131072;;FT;;
LIAISON_DIG;ADR1;A429;;LS;I;EIS;220_01;;NORMAL;31;220;01;1;;BNR;;BAROALT2;Barometrical corrected altitude 2;V/DEFBNR1;BNR;28;17;O;131072;;FT;;
LIAISON_DIG;ADR1;A429;;LS;O;AIRCRAFT;220_01;;NORMAL;31;220;01;2;;BNR;;DV_BAR2ALT1;Barometrical corrected altitude 2 (feedback) from ADR1;VR/DEFBNR1;BNR;28;17;O;131072;;FT;;
LIAISON_DIG;ADR1;A429;;LS;I;EIS;220_01;;NORMAL;31;220;01;2;;BNR;;DV_BAR2ALT1;Barometrical corrected altitude 2 (feedback) from ADR1;VR/DEFBNR1;BNR;28;17;O;131072;;FT;;
LIAISON_DIG;ADR1;A429;;LS;O;AIRCRAFT;221_01;;NORMAL;31;221;01;1;;BNR;;INDAOA1;IND ANGLE OF ATTACK;VS/DEFBNR1;BNR;28;12;O;180;;DEG;;
LIAISON_DIG;ADR1;A429;;LS;I;EIS;221_01;;NORMAL;31;221;01;1;;BNR;;INDAOA1;IND ANGLE OF ATTACK;VS/DEFBNR1;BNR;28;12;O;180;;DEG;;
LIAISON_DIG;ADR1;A429;;LS;O;AIRCRAFT;246_01;;NORMAL;62;246;01;1;;BNR;;CORAVGSTAPRE;corrected average static pressure;V/DEFBNR1;BNR;28;16;O;2048;;MB;;
LIAISON_DIG;ADR1;A429;;LS;I;EIS;246_01;;NORMAL;62;246;01;1;;BNR;;CORAVGSTAPRE;corrected average static pressure;V/DEFBNR1;BNR;28;16;O;2048;;MB;;
LIAISON_DIG;ADR1;A429;;LS;O;AIRCRAFT;264_01;;NORMAL;120;264;01;1;;BNR;;IAS;Corrected CAS;V/DEFBNR1;BNR;28;14;O;1024;;KTS;;
LIAISON_DIG;ADR1;A429;;LS;I;EIS;264_01;;NORMAL;120;264;01;1;;BNR;;IAS;Corrected CAS;V/DEFBNR1;BNR;28;14;O;1024;;KTS;;
LIAISON_DIG;ADR1;A429;;LS;O;AIRCRAFT;264_01;;NORMAL;120;264;01;2;;BNR;;IAS1;Indicated air speed (DMC) ADR 1;VS/DEFBNR1;BNR;28;14;O;1024;;KTS;;
LIAISON_DIG;ADR1;A429;;LS;I;EIS;264_01;;NORMAL;120;264;01;2;;BNR;;IAS1;Indicated air speed (DMC) ADR 1;VS/DEFBNR1;BNR;28;14;O;1024;;KTS;;
LIAISON_DIG;ADR2;A429;;LS;O;AIRCRAFT;203_10;;NORMAL;31;203;10;1;;BNR;;ALTSTD;Standard altitude;V/DEFBNR1;BNR;28;17;O;131072;;FT;;
LIAISON_DIG;ADR2;A429;;LS;I;EIS;203_10;;NORMAL;31;203;10;1;;BNR;;ALTSTD;Standard altitude;V/DEFBNR1;BNR;28;17;O;131072;;FT;;
LIAISON_DIG;ADR2;A429;;LS;O;AIRCRAFT;203_10;;NORMAL;31;203;10;2;;BNR;;DV_ALTSTD2;Standard altitude (feedback);VR/DEFBNR1;BNR;28;17;O;131072;;FT;;
LIAISON_DIG;ADR2;A429;;LS;I;EIS;203_10;;NORMAL;31;203;10;2;;BNR;;DV_ALTSTD2;Standard altitude (feedback);VR/DEFBNR1;BNR;28;17;O;131072;;FT;;
LIAISON_DIG;ADR2;A429;;LS;O;AIRCRAFT;203_10;;NORMAL;31;203;10;3;;BNR;;ALTSTD2;Standard altitude ADR2;VS/DEFBNR1;BNR;28;17;O;131072;;FT;;
LIAISON_DIG;ADR2;A429;;LS;I;EIS;203_10;;NORMAL;31;203;10;3;;BNR;;ALTSTD2;Standard altitude ADR2;VS/DEFBNR1;BNR;28;17;O;131072;;FT;;
LIAISON_DIG;ADR2;A429;;LS;O;AIRCRAFT;203_10;;NORMAL;31;203;10;4;;BNR;;ALT2BITE;Standard altitude for BITE;V/DEFBNR1;BNR;28;17;O;131072;;FT;;
LIAISON_DIG;ADR2;A429;;LS;I;EIS;203_10;;NORMAL;31;203;10;4;;BNR;;ALT2BITE;Standard altitude for BITE;V/DEFBNR1;BNR;28;17;O;131072;;FT;;
LIAISON_DIG;ADR2;A429;;LS;O;AIRCRAFT;203_10;;NORMAL;31;203;10;5;;BNR;;ALT2;Standard altitude 2;V/DEFBNR1;BNR;28;17;O;131072;;FT;;
LIAISON_DIG;ADR2;A429;;LS;I;EIS;203_10;;NORMAL;31;203;10;5;;BNR;;ALT2;Standard altitude 2;V/DEFBNR1;BNR;28;17;O;131072;;FT;;
LIAISON_DIG;ADR2;A429;;LS;O;AIRCRAFT;204_10;;NORMAL;31;204;10;1;;BNR;;BAROALT1;Barometrical corrected altitude 1;V/DEFBNR1;BNR;28;17;O;131072;;FT;;
LIAISON_DIG;ADR2;A429;;LS;I;EIS;204_10;;NORMAL;31;204;10;1;;BNR;;BAROALT1;Barometrical corrected altitude 1;V/DEFBNR1;BNR;28;17;O;131072;;FT;;
LIAISON_DIG;ADR2;A429;;LS;O;AIRCRAFT;204_10;;NORMAL;31;204;10;2;;BNR;;DV_BAR1ALT2;Barometrical corrected altitude 1 (feedback) from ADR2;VR/DEFBNR1;BNR;28;17;O;131072;;FT;;
LIAISON_DIG;ADR2;A429;;LS;I;EIS;204_10;;NORMAL;31;204;10;2;;BNR;;DV_BAR1ALT2;Barometrical corrected altitude 1 (feedback) from ADR2;VR/DEFBNR1;BNR;28;17;O;131072;;FT;;
LIAISON_DIG;ADR2;A429;;LS;O;AIRCRAFT;204_10;;NORMAL;31;204;10;3;;BNR;;BAROALT;Barometrical corrected altitude;VS/DEFBNR1;BNR;28;17;O;131072;;FT;;
LIAISON_DIG;ADR2;A429;;LS;I;EIS;204_10;;NORMAL;31;204;10;3;;BNR;;BAROALT;Barometrical corrected altitude;VS/DEFBNR1;BNR;28;17;O;131072;;FT;;
LIAISON_DIG;ADR2;A429;;LS;O;AIRCRAFT;205_10;;NORMAL;62;205;10;1;;BNR;;MACH;MACH value;V/DEFBNR1;BNR;28;16;O;4.096;;MACH;;
LIAISON_DIG;ADR2;A429;;LS;I;EIS;205_10;;NORMAL;62;205;10;1;;BNR;;MACH;MACH value;V/DEFBNR1;BNR;28;16;O;4.096;;MACH;;
LIAISON_DIG;ADR2;A429;;LS;O;AIRCRAFT;205_10;;NORMAL;62;205;10;2;;BNR;;MACH2;MACH value ADR2;VS/DEFBNR1;BNR;28;16;O;4.096;;MACH;;
LIAISON_DIG;ADR2;A429;;LS;I;EIS;205_10;;NORMAL;62;205;10;2;;BNR;;MACH2;MACH value ADR2;VS/DEFBNR1;BNR;28;16;O;4.096;;MACH;;
LIAISON_DIG;ADR2;A429;;LS;O;AIRCRAFT;206_10;;NORMAL;62;206;10;1;;BNR;;VC;computed air speed;VS/DEFBNR1;BNR;28;14;O;1024;;KTS;;
LIAISON_DIG;ADR2;A429;;LS;I;EIS;206_10;;NORMAL;62;206;10;1;;BNR;;VC;computed air speed;VS/DEFBNR1;BNR;28;14;O;1024;;KTS;;
LIAISON_DIG;ADR2;A429;;LS;O;AIRCRAFT;206_10;;NORMAL;62;206;10;2;;BNR;;VC2;Computed air speed (DMC) ADR2;VS/DEFBNR1;BNR;28;14;O;1024;;KTS;;
LIAISON_DIG;ADR2;A429;;LS;I;EIS;206_10;;NORMAL;62;206;10;2;;BNR;;VC2;Computed air speed (DMC) ADR2;VS/DEFBNR1;BNR;28;14;O;1024;;KTS;;
LIAISON_DIG;ADR2;A429;;LS;O;AIRCRAFT;206_10;;NORMAL;62;206;10;3;;BNR;;VC2BITE;Computed air speed (DMC) ADR2 for BITE;V/DEFBNR1;BNR;28;14;O;1024;;;;
LIAISON_DIG;ADR2;A429;;LS;I;EIS;206_10;;NORMAL;62;206;10;3;;BNR;;VC2BITE;Computed air speed (DMC) ADR2 for BITE;V/DEFBNR1;BNR;28;14;O;1024;;;;
LIAISON_DIG;ADR2;A429;;LS;O;AIRCRAFT;206_10;;NORMAL;62;206;10;4;;BNR;;VCDMC;Computed air speed for DMC;S/DEFBNR1;BNR;28;14;O;1024;;KTS;;
LIAISON_DIG;ADR2;A429;;LS;I;EIS;206_10;;NORMAL;62;206;10;4;;BNR;;VCDMC;Computed air speed for DMC;S/DEFBNR1;BNR;28;14;O;1024;;KTS;;
LIAISON_DIG;ADR2;A429;;LS;O;AIRCRAFT;210_10;;NORMAL;62;210;10;1;;BNR;;TAS;True air speed;VS/DEFBNR1;BNR;28;15;O;2048;;KTS;;
LIAISON_DIG;ADR2;A429;;LS;I;EIS;210_10;;NORMAL;62;210;10;1;;BNR;;TAS;True air speed;VS/DEFBNR1;BNR;28;15;O;2048;;KTS;;
LIAISON_DIG;ADR2;A429;;LS;O;AIRCRAFT;211_10;;NORMAL;250;211;10;1;;BNR;;TAT;Total air temperature;V/DEFBNR1;BNR;28;11;O;512;;DEG_C;;
LIAISON_DIG;ADR2;A429;;LS;I;EIS;211_10;;NORMAL;250;211;10;1;;BNR;;TAT;Total air temperature;V/DEFBNR1;BNR;28;11;O;512;;DEG_C;;
LIAISON_DIG;ADR2;A429;;LS;O;AIRCRAFT;211_10;;NORMAL;250;211;10;2;;BNR;;TAT2;Total air temperature ADR2;VS/DEFBNR1;BNR;28;11;O;512;;DEG_C;;
LIAISON_DIG;ADR2;A429;;LS;I;EIS;211_10;;NORMAL;250;211;10;2;;BNR;;TAT2;Total air temperature ADR2;VS/DEFBNR1;BNR;28;11;O;512;;DEG_C;;
LIAISON_DIG;ADR2;A429;;LS;O;AIRCRAFT;212_10;;NORMAL;31;212;10;1;;BNR;;ALTRATE;altitude rate;V/DEFBNR1;BNR;28;11;O;32768;;FT/MIN;;
LIAISON_DIG;ADR2;A429;;LS;I;EIS;212_10;;NORMAL;31;212;10;1;;BNR;;ALTRATE;altitude rate;V/DEFBNR1;BNR;28;11;O;32768;;FT/MIN;;
LIAISON_DIG;ADR2;A429;;LS;O;AIRCRAFT;212_10;;NORMAL;31;212;10;2;;BNR;;ALTRATE2;Altitude rate ADR2;VS/DEFBNR1;BNR;28;11;O;32768;;FT/MIN;;
LIAISON_DIG;ADR2;A429;;LS;I;EIS;212_10;;NORMAL;31;212;10;2;;BNR;;ALTRATE2;Altitude rate ADR2;VS/DEFBNR1;BNR;28;11;O;32768;;FT/MIN;;
LIAISON_DIG;ADR2;A429;;LS;O;AIRCRAFT;213_10;;NORMAL;250;213;10;1;;BNR;;SAT;static air temperature;V/DEFBNR1;BNR;28;11;O;512;;DEG_C;;
LIAISON_DIG;ADR2;A429;;LS;I;EIS;213_10;;NORMAL;250;213;10;1;;BNR;;SAT;static air temperature;V/DEFBNR1;BNR;28;11;O;512;;DEG_C;;
LIAISON_DIG;ADR2;A429;;LS;O;AIRCRAFT;220_10;;NORMAL;31;220;10;1;;BNR;;BAROALT2;Barometrical corrected altitude 2;V/DEFBNR1;BNR;28;17;O;131072;;FT;;
LIAISON_DIG;ADR2;A429;;LS;I;EIS;220_10;;NORMAL;31;220;10;1;;BNR;;BAROALT2;Barometrical corrected altitude 2;V/DEFBNR1;BNR;28;17;O;131072;;FT;;
LIAISON_DIG;ADR2;A429;;LS;O;AIRCRAFT;220_10;;NORMAL;31;220;10;2;;BNR;;DV_BAR2ALT2;Barometrical corrected altitude 2 (feedback) from ADR2;VR/DEFBNR1;BNR;28;17;O;131072;;FT;;
LIAISON_DIG;ADR2;A429;;LS;I;EIS;220_10;;NORMAL;31;220;10;2;;BNR;;DV_BAR2ALT2;Barometrical corrected altitude 2 (feedback) from ADR2;VR/DEFBNR1;BNR;28;17;O;131072;;FT;;
